"","MetabID","NameANDPutName","Name","Formula","MW","RT","KEGGPathways","PutaID_Formula","PutaID_MzColudHits","PutaID_MassHits","PutaID_KEGG","PutaID_Chemspider","PutaID_BioCyc_asName"," PutaID_BioCyc_asPathw"
"1409","141.0788_3.545","PutID_ChemS_390184_:3-[(1S)-2-Methylenecyclopropyl]-L-alanine_ppm:0; 141033_:Methyl 1,2,5,6-tetrahydro-3-pyridinecarboxylate_ppm:0; 8728_:3-(2-Methylenecyclopropyl)alanine_ppm:0; 9928_:Arecaidine_ppm:0; 3175_:Ethosuximide_ppm:0","","C7 H11 N O2","141.0788","3.545","","C7 H11 N O2_ppm:-1.28_Ifit:86MatchedIso.:2","","","","PutID_ChemS_390184_:3-[(1S)-2-Methylenecyclopropyl]-L-alanine_ppm:0; 141033_:Methyl 1,2,5,6-tetrahydro-3-pyridinecarboxylate_ppm:0; 8728_:3-(2-Methylenecyclopropyl)alanine_ppm:0; 9928_:Arecaidine_ppm:0; 3175_:Ethosuximide_ppm:0","PutID_BioCyc_hypoglycin A_ID:CPD-9699_ppm:-1.279","META:PWY-5826_hypoglycin biosynthesis_ref:hypoglycin A_compoundUsed:47"
"1410","185.10504_3.545","PutID_KEGG_C10858; C12449:Ecgonine; Pseudoecgonine","","C9 H15 N O3","185.10504","3.545","Tropane, piperidine and pyridine alkaloid biosynthesis","C9 H15 N O3_ppm:-0.8_Ifit:95MatchedIso.:3","","","PutID_KEGG_C10858; C12449:Ecgonine; Pseudoecgonine","PutID_ChemS_58837580_:3-[(1R,4R)-4-Hydroxy-2-cyclohexen-1-yl]-L-alanine_ppm:0; 58837579_:3-[(1S,4R)-4-Hydroxy-2-cyclohexen-1-yl]-L-alanine_ppm:0; 58829825_:4-(1-Methyl-2-pyrrolidinyl)-3-oxobutanoic acid_ppm:0; 29368455_:3-Methyl-N-[(3S)-2-oxotetrahydro-3-furanyl]butanamide_ppm:0; 391940_:(2S,3S)-3-Hydroxy-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid_ppm:0; 4445054_:(4R,6Z)-4-Hydroxy-6-(hydroxymethyl)-1-methyl-1,3,4,8-tetrahydro-5(2H)-azocinone_ppm:0; 391305_:(2R,3S)-3-Hydroxy-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid_ppm:0","PutID_BioCyc_N-isovaleryl-L-homoserine lactone_ID:CPD-15570_ppm:-0.804; 4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoate_ID:CPD-9779_ppm:-0.804; (2S)-2-amino-3-[(1S,4R)-4-hydroxycyclohex-2-en-1-yl]propanoate_ID:CPD-17548_ppm:-0.804; (2S)-2-amino-3-[(1R,4R)-4-hydroxycyclohex-2-en-1-yl]propanoate_ID:CPD-17556_ppm:-0.804","META:PWY-5843_cocaine biosynthesis_ref:4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoate_compoundUsed:13"
"1411","392.15849_3.547","S_Deoxycholic acid","S_Deoxycholic acid","C19 H24 N2 O7","392.15849","3.547","","C16 H24 N8 S2_ppm:4.99_Ifit:78MatchedIso.:2; C28 H24 S_ppm:-3.52_Ifit:79MatchedIso.:2; C12 H24 N8 O5 S_ppm:-1.39_Ifit:64MatchedIso.:2; C13 H25 N6 O6 P_ppm:2.99_Ifit:69MatchedIso.:2; C23 H26 N2 P2_ppm:3.49_Ifit:88MatchedIso.:2; C21 H31 O P3_ppm:-0.72_Ifit:90MatchedIso.:2; C21 H29 O3 P S_ppm:2.52_Ifit:89MatchedIso.:2; C20 H20 N6 O3_ppm:-3.05_Ifit:88MatchedIso.:2; C17 H29 O8 P_ppm:-3.86_Ifit:86MatchedIso.:2; C19 H24 N2 O7_ppm:0.36_Ifit:89MatchedIso.:2","PutID_Mz_Deoxycholic acid_score:87.5","","","","",""
"1412","335.2047_3.548","","","C14 H29 N3 O6","335.2047","3.548","","C16 H34 N O2 P S_ppm:-0.26_Ifit:91MatchedIso.:2; C16 H36 N P3_ppm:-4.06_Ifit:92MatchedIso.:2; C18 H29 N3 O S_ppm:4.67_Ifit:54MatchedIso.:3; C14 H29 N3 O6_ppm:-2.8_Ifit:62MatchedIso.:3","","","","","",""
"1413","310.16307_3.55","","","C14 H22 N4 O4","310.16307","3.55","","C14 H30 O3 S2_ppm:-1.81_Ifit:42MatchedIso.:2; C16 H27 N2 P S_ppm:-0.59_Ifit:88MatchedIso.:2; C13 H26 O8_ppm:0.99_Ifit:88MatchedIso.:2; C14 H22 N4 O4_ppm:-3.33_Ifit:92MatchedIso.:2","","","","","",""
"1414","437.20085_3.551","","","C17 H31 N3 O10","437.20085","3.551","","C28 H28 N3 P_ppm:-2.82_Ifit:64MatchedIso.:3; C20 H34 N5 P3_ppm:-4.24_Ifit:64MatchedIso.:3; C26 H31 N O3 S_ppm:-3.69_Ifit:72MatchedIso.:3; C19 H38 N O4 P3_ppm:-1.19_Ifit:77MatchedIso.:3; C21 H33 N3 O3 P2_ppm:2.6_Ifit:78MatchedIso.:3; C22 H27 N7 O S_ppm:2.45_Ifit:81MatchedIso.:3; C20 H32 N5 O2 P S_ppm:-1.33_Ifit:82MatchedIso.:3; C18 H27 N7 O6_ppm:-3.27_Ifit:87MatchedIso.:3; C19 H36 N O6 P S_ppm:1.73_Ifit:91MatchedIso.:3; C17 H31 N3 O10_ppm:-0.22_Ifit:93MatchedIso.:3","","","","","",""
"1415","208.12187_3.553","S_Pilocarpine","S_Pilocarpine","C11 H16 N2 O2","208.12187","3.553","Biosynthesis of secondary metabolites;Other","C5 H17 N6 O P_ppm:8.3_Ifit:100MatchedIso.:1; C11 H16 N2 O2_ppm:3.34_Ifit:82MatchedIso.:2","PutID_Mz_2-[2-(3,4-Dimethoxyphenyl)-1-methylethylidene]hydrazine-1-carboxamide_simScore:92.2; N-{3-[3-(Acetylamino)phenoxy]propyl}cyclohexanecarboxamide_simScore:92.9; Aminocarb_simScore:94.4; Pilocarpine_score:80.7","","PutID_KEGG_C07474:Pilocarpine","PutID_ChemS_2339468_:4-(Dimethylamino)-L-phenylalanine_ppm:-0.001; 8280028_:N-Benzyl-O-methyl-D-serinamide_ppm:-0.001; 15416_:Aminocarb_ppm:-0.001; 5699_:Pilocarpine_ppm:-0.001","",""
"1416","358.10463_3.563","PutID_ChemS_24842959_:12a-Hydroxy-2,3,9-trimethoxy-6a,12a-dihydrochromeno[3,4-b]chromen-12(6H)-one_ppm:0.001; 10254761_:5-Hydroxy-3-(4-hydroxybenzyl)-7-methoxy-4-oxo-3,4-dihydro-2H-chromen-8-yl acetate_ppm:0.001; 23339931_:2-(3-Hydroxy-4,5-dimethoxyphenyl)-7,8-dimethoxy-4H-chromen-4-one_ppm:0.001; 24842734_:dalnigrein_ppm:0.001; 8126272_:2-(3,4-Dimethoxyphenyl)-5-hydroxy-7,8-dimethoxy-4H-chromen-4-one_ppm:0.001; 4590620_:2-(3,4-Dimethoxyphenyl)-7-hydroxy-5,6-dimethoxy-4H-chromen-4-one_ppm:0.001; 2279344_:4'-Hydroxy-5,6,7,8-tetramethoxyflavone_ppm:0.001; 136879_:2-Hydroxy-1,6,7,8-tetramethoxy-3-methyl-9,10-anthraquinone_ppm:0.001; 87155_:Gardenin B_ppm:0.001; 4508983_:Retusin (flavonol)_ppm:0.001","","C12 H18 N6 O5 S","358.10463","3.563","","C16 H18 N6 S2_ppm:3.33_Ifit:41MatchedIso.:4; C20 H22 O2 S2_ppm:-4.17_Ifit:45MatchedIso.:4; C14 H23 N4 O P S2_ppm:-1.29_Ifit:42MatchedIso.:4; C11 H24 N2 O7 P2_ppm:-3.48_Ifit:58MatchedIso.:3; C13 H19 N4 O6 P_ppm:1.14_Ifit:56MatchedIso.:3; C15 H24 N2 O2 P2 S_ppm:3.51_Ifit:51MatchedIso.:4; C13 H27 O5 P S2_ppm:2.45_Ifit:53MatchedIso.:4; C13 H29 O3 P3 S_ppm:-1.11_Ifit:52MatchedIso.:4; C11 H22 N2 O9 S_ppm:0.08_Ifit:63MatchedIso.:4; C12 H18 N6 O5 S_ppm:-3.66_Ifit:57MatchedIso.:4","","","","PutID_ChemS_24842959_:12a-Hydroxy-2,3,9-trimethoxy-6a,12a-dihydrochromeno[3,4-b]chromen-12(6H)-one_ppm:0.001; 10254761_:5-Hydroxy-3-(4-hydroxybenzyl)-7-methoxy-4-oxo-3,4-dihydro-2H-chromen-8-yl acetate_ppm:0.001; 23339931_:2-(3-Hydroxy-4,5-dimethoxyphenyl)-7,8-dimethoxy-4H-chromen-4-one_ppm:0.001; 24842734_:dalnigrein_ppm:0.001; 8126272_:2-(3,4-Dimethoxyphenyl)-5-hydroxy-7,8-dimethoxy-4H-chromen-4-one_ppm:0.001; 4590620_:2-(3,4-Dimethoxyphenyl)-7-hydroxy-5,6-dimethoxy-4H-chromen-4-one_ppm:0.001; 2279344_:4'-Hydroxy-5,6,7,8-tetramethoxyflavone_ppm:0.001; 136879_:2-Hydroxy-1,6,7,8-tetramethoxy-3-methyl-9,10-anthraquinone_ppm:0.001; 87155_:Gardenin B_ppm:0.001; 4508983_:Retusin (flavonol)_ppm:0.001","PutID_BioCyc_3,7,3',4'-tetramethylquercetin_ID:CPD-14852_ppm:-1.746; gardenin B_ID:CPD-15474_ppm:-1.746; dalnigrein_ID:CPD-9716_ppm:-1.746","META:PWY-5825_dalpatein and dalnigrein biosynthesis_ref:dalnigrein_compoundUsed:3; META:PWY-7298_nevadensin biosynthesis_ref:gardenin B_compoundUsed:21; META:PWY-7149_superpathway of polymethylated quercetin/quercetagetin glucoside biosynthesis (Chrysosplenium)_ref:3,7,3',4'-tetramethylquercetin_compoundUsed:21; META:PWY-7150_polymethylated quercetin glucoside biosynthesis I - quercetin series (Chrysosplenium)_ref:3,7,3',4'-tetramethylquercetin_compoundUsed:21"
"1417","195.08912_3.572","S_L-Tyrosine methyl ester","S_L-Tyrosine methyl ester","","195.08912","3.572","","","PutID_Mz_L-Tyrosine methyl ester_simScore:90.4","","","PutID_ChemS_184751_:UNII:I38CB53794_ppm:0; 21111787_:HOMO-L-Tyrosine HBr_ppm:0; 20085_:Damascenine_ppm:0; 19566_:buramate_ppm:0; 2026_:a-MMT_ppm:0; 90825_:N-[2-(3,4-Dihydroxyphenyl)ethyl]acetamide_ppm:0; 3013_:UNII:X88TTO174Z_ppm:0; 2006112_:O-Methyl-L-tyrosine_ppm:0; 63818_:Methyl tyrosinate_ppm:0; 390103_:Metirosine_ppm:0","PutID_BioCyc_fusarinolate_ID:CPD-18032_ppm:-2.162; L-tyrosine-methyl-ester_ID:L-TYROSINE-METHYL-ESTER_ppm:-2.162","META:PWY-7672_fusaric acid biosynthesis_ref:fusarinolate_compoundUsed:2"
"1418","186.06394_3.573","PutID_ChemS_20476307_:pyroglutamylglycine_ppm:0; 139348_:L-AMPA_ppm:0; 1184_:AMPA_ppm:0","","C7 H10 N2 O4","186.06394","3.573","","C9 H15 P S_ppm:3.95_Ifit:88MatchedIso.:2; C7 H10 N2 O4_ppm:-0.61_Ifit:72MatchedIso.:2","","","","PutID_ChemS_20476307_:pyroglutamylglycine_ppm:0; 139348_:L-AMPA_ppm:0; 1184_:AMPA_ppm:0","PutID_BioCyc_5-oxo-L-prolyl-glycine_ID:CPD-20361_ppm:-0.61; cyclo(L-glutamyl-glycyl)_ID:CPD-20411_ppm:-0.61",""
"1419","245.17314_3.573","PutID_ChemS_4419672_:Val-lys_ppm:0.001; 124103_:Lysylvaline_ppm:0.001","","C11 H23 N3 O3","245.17314","3.573","","C11 H23 N3 O3_ppm:-3.28_Ifit:74MatchedIso.:2","","","","PutID_ChemS_4419672_:Val-lys_ppm:0.001; 124103_:Lysylvaline_ppm:0.001","",""
"1420","377.12422_3.575","PutID_ChemS_25948207_:Dasolampanel_ppm:0.001","","C17 H20 Cl N5 O3","377.12422","3.575","","C9 H24 Cl N7 O5 S_ppm:-1.58_Ifit:62MatchedIso.:4; C20 H26 Cl N P2_ppm:3.5_Ifit:69MatchedIso.:4; C11 H29 Cl N5 O P S2_ppm:0.67_Ifit:63MatchedIso.:4; C13 H24 Cl N7 S2_ppm:5.06_Ifit:64MatchedIso.:4; C12 H30 Cl N3 O2 P2 S_ppm:5.23_Ifit:70MatchedIso.:4; C17 H28 Cl N O2 S2_ppm:-2.06_Ifit:62MatchedIso.:4; C10 H25 Cl N5 O6 P_ppm:2.98_Ifit:69MatchedIso.:4; C16 H24 Cl N O7_ppm:0.24_Ifit:75MatchedIso.:4; C11 H21 Cl N9 O2 P_ppm:-0.57_Ifit:72MatchedIso.:4; C17 H20 Cl N5 O3_ppm:-3.31_Ifit:73MatchedIso.:4","","","","PutID_ChemS_25948207_:Dasolampanel_ppm:0.001","",""
"1421","404.21579_3.576","","","C15 H32 N8 O S2","404.21579","3.576","","C18 H32 N2 O8_ppm:-0.19_Ifit:83MatchedIso.:2; C27 H32 O S_ppm:-3.96_Ifit:61MatchedIso.:3; C20 H37 O4 P S_ppm:1.91_Ifit:64MatchedIso.:3; C21 H33 N4 P S_ppm:-1.4_Ifit:65MatchedIso.:3; C19 H36 N2 O3 S2_ppm:-2.34_Ifit:81MatchedIso.:3; C11 H32 N8 O6 S_ppm:-1.89_Ifit:79MatchedIso.:2; C19 H28 N6 O4_ppm:-3.5_Ifit:80MatchedIso.:2; C12 H33 N6 O7 P_ppm:2.36_Ifit:82MatchedIso.:2; C13 H29 N10 O3 P_ppm:-0.95_Ifit:90MatchedIso.:2; C15 H32 N8 O S2_ppm:4.3_Ifit:89MatchedIso.:3","","","","","",""
"1422","396.16853_3.58","S_4-Toluic acid","S_4-Toluic acid","C22 H24 N2 O5","396.16853","3.58","","C17 H21 N10 P_ppm:-0.74_Ifit:76MatchedIso.:2; C18 H30 N4 P2 S_ppm:4.78_Ifit:81MatchedIso.:2; C24 H29 O P S_ppm:2.17_Ifit:81MatchedIso.:2; C23 H20 N6 O_ppm:-3.35_Ifit:82MatchedIso.:2; C14 H30 N4 O5 P2_ppm:-1.54_Ifit:63MatchedIso.:2; C14 H28 N4 O7 S_ppm:1.67_Ifit:65MatchedIso.:2; C15 H24 N8 O3 S_ppm:-1.7_Ifit:69MatchedIso.:2; C16 H25 N6 O4 P_ppm:2.63_Ifit:74MatchedIso.:2; C20 H29 O6 P_ppm:-4.14_Ifit:87MatchedIso.:2; C22 H24 N2 O5_ppm:0.03_Ifit:85MatchedIso.:2","PutID_Mz_Ethyl 3-[(4-methylphenyl)sulfonyl]-9-oxo-3-azabicyclo[3.3.1]nonane-7-carboxylate_simScore:91.6; FR 145237_simScore:96.2; N1-[1-(2-Phenylacetyl)-4-piperidyl]-2-phenylacetamide_simScore:97.6; 4-Toluic acid_score:86.4; 2-Methylbenzoic acid_score:89.3; Phenylacetic acid_score:91.1","","","PutID_ChemS_4576478_:(S-(R*,R*))-3-((1-Carboxy-3-phenylpropyl)amino)-2,3,4,5-tetrahydro-2-oxo-1H-1-benzazepine-1-acetic Acid_ppm:0","",""
"1423","787.29521_3.58","","","C36 H50 N7 O7 P S2","787.29521","3.58","","C26 H59 N7 O10 P2 S3_ppm:-1.1_Ifit:68MatchedIso.:4; C28 H54 N9 O9 P S3_ppm:1_Ifit:70MatchedIso.:4; C38 H55 N5 O3 P2 S3_ppm:1.25_Ifit:72MatchedIso.:4; C44 H56 N O2 P3 S2_ppm:-1.68_Ifit:75MatchedIso.:4; C36 H60 N3 O4 P3 S3_ppm:-0.85_Ifit:74MatchedIso.:4; C34 H53 N5 O10 S3_ppm:-0.31_Ifit:75MatchedIso.:4; C42 H49 N3 O8 S2_ppm:-1.14_Ifit:75MatchedIso.:4; C33 H57 N O14 S3_ppm:1.39_Ifit:77MatchedIso.:4; C33 H59 N O12 P2 S2_ppm:-0.23_Ifit:82MatchedIso.:4; C36 H50 N7 O7 P S2_ppm:0.17_Ifit:84MatchedIso.:4","","","","","",""
"1424","205.05842_3.581","","","C7 H11 N O6","205.05842","3.581","","C2 H8 N9 O P_ppm:-2.55_Ifit:79MatchedIso.:2; C7 H11 N O6_ppm:-1.06_Ifit:64MatchedIso.:2","","","","","",""
"1425","503.16115_3.583","","","C19 H40 N O4 P3 S2","503.16115","3.583","","C14 H35 N9 O P2 S3_ppm:1.9_Ifit:59MatchedIso.:4; C28 H30 N3 P S2_ppm:-1.45_Ifit:59MatchedIso.:4; C19 H38 N O6 P S3_ppm:2.5_Ifit:59MatchedIso.:4; C18 H39 N3 O3 P2 S3_ppm:-3.44_Ifit:60MatchedIso.:4; C26 H35 N O P2 S2_ppm:-4.74_Ifit:63MatchedIso.:4; C21 H35 N3 O3 P2 S2_ppm:3.26_Ifit:71MatchedIso.:4; C18 H29 N7 O6 S2_ppm:-1.84_Ifit:71MatchedIso.:4; C20 H36 N5 P3 S2_ppm:-2.68_Ifit:72MatchedIso.:4; C17 H33 N3 O10 S2_ppm:0.82_Ifit:73MatchedIso.:4; C19 H40 N O4 P3 S2_ppm:-0.03_Ifit:75MatchedIso.:4","","","","","",""
"1426","272.08415_3.584","S_2-Methylbenzoic acid","S_2-Methylbenzoic acid","C11 H16 N2 O4 S","272.08415","3.584","Biosynthesis of antibiotics;Other","C3 H12 N8 O7_ppm:4.62_Ifit:100MatchedIso.:1; C5 H19 N6 O P3_ppm:3.06_Ifit:100MatchedIso.:1; C19 H12 O2_ppm:1.55_Ifit:66MatchedIso.:2; C9 H21 O5 P S_ppm:-2.13_Ifit:88MatchedIso.:2; C12 H12 N6 S_ppm:-0.97_Ifit:91MatchedIso.:2; C11 H18 N2 O2 P2_ppm:-0.74_Ifit:93MatchedIso.:2; C11 H16 N2 O4 S_ppm:3.94_Ifit:94MatchedIso.:2","PutID_Mz_2-(Acetylamino)-4-phenylbutanoic acid_simScore:85; N-[(S)-(+)-1-Ethoxycarbonyl-3-phenylpropyl]-L-alanine_simScore:85.4; 4-Phenylbutyric acid_simScore:85.9; 4-Benzyl-N-(3,5-dimethyl-4-isoxazolyl)tetrahydro-1(2H)-pyrazinecarboxamide_simScore:89.3; Ethyl 3-[(4-methylphenyl)sulfonyl]-9-oxo-3-azabicyclo[3.3.1]nonane-7-carboxylate_simScore:91.6; FR 145237_simScore:96.2; N1-[1-(2-Phenylacetyl)-4-piperidyl]-2-phenylacetamide_simScore:97.6; Nateglinide_simScore:99.7; 4-Toluic acid_score:86.4; 2-Methylbenzoic acid_score:89.3; Phenylacetic acid_score:91.1","","PutID_KEGG_C06664:Thienamycin","PutID_ChemS_389922_:(+)-Thienamycin_ppm:-0.001","PutID_BioCyc_anigorufone_ID:CPD-12201_ppm:1.547; 7,8-benzoflavone_ID:CPD-10550_ppm:1.547","META:PWY-6438_phenylphenalenone biosynthesis_ref:anigorufone_compoundUsed:4"
"1427","331.12092_3.584","","","C14 H17 N7 O S","331.12092","3.584","","C6 H21 N9 O3 S2_ppm:0.14_Ifit:51MatchedIso.:2; C7 H24 N7 O2 P3_ppm:1.48_Ifit:56MatchedIso.:2; C21 H17 N O3_ppm:0.24_Ifit:74MatchedIso.:2; C11 H26 N O6 P S_ppm:-2.78_Ifit:86MatchedIso.:2; C15 H26 N O P S2_ppm:4.78_Ifit:89MatchedIso.:2; C15 H18 N5 O2 P_ppm:3.36_Ifit:88MatchedIso.:2; C13 H23 N3 O3 P2_ppm:-1.63_Ifit:89MatchedIso.:2; C13 H21 N3 O5 S_ppm:2.21_Ifit:91MatchedIso.:2; C14 H17 N7 O S_ppm:-1.83_Ifit:91MatchedIso.:2","","","","","",""
"1428","491.19241_3.586","","","C22 H40 N O3 P3 S","491.19241","3.586","","C23 H29 N3 O9_ppm:4.13_Ifit:56MatchedIso.:3; C24 H25 N7 O5_ppm:1.41_Ifit:57MatchedIso.:3; C17 H40 N3 O5 P3 S_ppm:4.59_Ifit:59MatchedIso.:3; C21 H34 N O10 P_ppm:0.76_Ifit:63MatchedIso.:3; C14 H36 N7 O6 P3_ppm:-3.22_Ifit:65MatchedIso.:3; C22 H30 N5 O6 P_ppm:-1.96_Ifit:66MatchedIso.:3; C15 H35 N5 O9 P2_ppm:2.87_Ifit:68MatchedIso.:3; C23 H26 N9 O2 P_ppm:-4.68_Ifit:69MatchedIso.:3; C16 H31 N9 O5 P2_ppm:0.14_Ifit:78MatchedIso.:3; C22 H40 N O3 P3 S_ppm:-3.6_Ifit:40MatchedIso.:4","","","","","",""
"1429","286.08197_3.592","","","C10 H19 Cl O7","286.08197","3.592","","C10 H15 N4 O4 P_ppm:-3.93_Ifit:41MatchedIso.:3; C9 H19 O8 P_ppm:0.75_Ifit:66MatchedIso.:3; C11 H23 Cl O2 S2_ppm:-2.9_Ifit:35MatchedIso.:4; C14 H21 Cl P2_ppm:4.43_Ifit:44MatchedIso.:4; C11 H15 Cl N4 O3_ppm:-4.54_Ifit:33MatchedIso.:4; C10 H19 Cl O7_ppm:0.13_Ifit:53MatchedIso.:5","","","","","",""
"1430","203.04302_3.598","","","C7 H9 N O6","203.04302","3.598","","C2 H6 N9 O P_ppm:-1.32_Ifit:100MatchedIso.:1; C7 H9 N O6_ppm:0.18_Ifit:91MatchedIso.:2","","","","","",""
"1431","171.0894_3.602","PutID_KEGG_C11837:N-Butyryl-L-homoserine lactone","","C8 H13 N O3","171.0894","3.602","Other","C8 H13 N O3_ppm:-0.81_Ifit:98MatchedIso.:2","","","PutID_KEGG_C11837:N-Butyryl-L-homoserine lactone","PutID_ChemS_349365_:(1S,2R,7aR)-7-(Hydroxymethyl)-2,3,5,7a-tetrahydro-1H-pyrrolizine-1,2-diol_ppm:0; 391651_:N-(2-Oxotetrahydro-3-furanyl)butanamide_ppm:0; 8305680_:(+)-a(S)-butyr-amido-r-butyrolactone_ppm:0","PutID_BioCyc_PAI-1-2_ID:CPD-10784_ppm:-0.813",""
"1432","231.10346_3.605","","","C9 H17 N3 O2 S","231.10346","3.605","","C10 H18 N O3 P_ppm:4.44_Ifit:89MatchedIso.:2; C9 H17 N3 O2 S_ppm:-2.99_Ifit:90MatchedIso.:3","","","","","",""
"1433","112.02731_3.608","Uracil","Uracil","C4 H4 N2 O2","112.02731","3.608","Metabolic pathways;Other","C4 H4 N2 O2_ppm:0.3_Ifit:49MatchedIso.:3","","PutID_Mass_Uracil,ΔRT:0.39","PutID_KEGG_C00106:Uracil","PutID_ChemS_2283974_:pyrazole-4-carboxylic acid_ppm:0; 20632_:Maleic hydrazide_ppm:0; 1141_:Uracil_ppm:0","PutID_BioCyc_uracil_ID:URACIL_ppm:0.304","META:PWY-7183_pyrimidine nucleobases salvage I_ref:uracil_compoundUsed:6; META:PWY-6019_pseudouridine degradation_ref:uracil_compoundUsed:7; META:PWY-6426_uracil degradation II (oxidative)_ref:uracil_compoundUsed:9; META:PWY-1_lathyrine biosynthesis_ref:uracil_compoundUsed:11; META:PWY-7194_pyrimidine nucleobases salvage II_ref:uracil_compoundUsed:12; META:PWY-6556_pyrimidine ribonucleosides salvage II_ref:uracil_compoundUsed:13; META:PWY-7195_pyrimidine ribonucleosides salvage III_ref:uracil_compoundUsed:18; META:PWY-7208_superpathway of pyrimidine nucleobases salvage_ref:uracil_compoundUsed:19; META:PWY0-1471_uracil degradation III_ref:uracil_compoundUsed:20; META:PWY-5021_willardiine and isowillardiine biosynthesis_ref:uracil_compoundUsed:21; META:PWY-3982_uracil degradation I (reductive)_ref:uracil_compoundUsed:21; META:PWY0-1295_pyrimidine ribonucleosides degradation_ref:uracil_compoundUsed:21; META:PWY-7196_superpathway of pyrimidine ribonucleosides salvage_ref:uracil_compoundUsed:26; META:PWY-5532_nucleoside and nucleotide degradation (archaea)_ref:uracil_compoundUsed:31; META:PWY-7209_superpathway of pyrimidine ribonucleosides degradation_ref:uracil_compoundUsed:36; META:PWY-7181_pyrimidine deoxyribonucleosides degradation_ref:uracil_compoundUsed:39; META:PWY0-1298_superpathway of pyrimidine deoxyribonucleosides degradation_ref:uracil_compoundUsed:39"
"1434","471.18916_3.608","","","C14 H35 N9 O P2 S2","471.18916","3.608","","C20 H34 N5 O2 P S2_ppm:0.02_Ifit:55MatchedIso.:2; C20 H26 N9 O3 P_ppm:-0.98_Ifit:55MatchedIso.:2; C17 H35 N3 O8 P2_ppm:-1.65_Ifit:55MatchedIso.:2; C17 H33 N3 O10 S_ppm:1.05_Ifit:57MatchedIso.:2; C18 H31 N7 O4 P2_ppm:-4.49_Ifit:57MatchedIso.:2; C18 H39 N3 O3 P2 S2_ppm:-3.49_Ifit:57MatchedIso.:2; C18 H29 N7 O6 S_ppm:-1.78_Ifit:58MatchedIso.:2; C13 H31 N9 O6 P2_ppm:4.05_Ifit:66MatchedIso.:2; C9 H29 N9 O13_ppm:1.44_Ifit:66MatchedIso.:2; C14 H35 N9 O P2 S2_ppm:2.21_Ifit:69MatchedIso.:2","","","","","",""
"1435","376.19473_3.609","S_Nodularin","S_Nodularin","C17 H33 N2 O3 P S","376.19473","3.609","","C25 H29 O P_ppm:-2.32_Ifit:60MatchedIso.:3; C19 H30 N4 P2_ppm:0.43_Ifit:78MatchedIso.:3; C18 H34 O4 P2_ppm:3.98_Ifit:80MatchedIso.:3; C8 H28 N10 O5 S_ppm:-4.66_Ifit:51MatchedIso.:2; C9 H29 N8 O6 P_ppm:-0.1_Ifit:49MatchedIso.:3; C11 H24 N10 O5_ppm:4.3_Ifit:60MatchedIso.:3; C15 H28 N4 O7_ppm:-2.84_Ifit:74MatchedIso.:3; C19 H28 N4 O2 S_ppm:3.81_Ifit:76MatchedIso.:3; C17 H35 N2 O P3_ppm:-3.97_Ifit:85MatchedIso.:3; C17 H33 N2 O3 P S_ppm:-0.58_Ifit:81MatchedIso.:3","PutID_Mz_Argininosuccinic acid_simScore:88.2; N3,N4-Dimethyl-L-arginine_simScore:92.3; Nodularin_simScore:94.2; Acetylarginine_simScore:95.9; 1-Nitrosopiperidine (NPIP)_simScore:99.1; Amphomycin_simScore:99.1; Protirelin_simScore:99.1; L(+)-Ornithine_simScore:99.5; Ornithine_simScore:99.6; L-(+)-Citrulline_simScore:99.6","","","","",""
"1436","202.04222_3.61","","","C7 H10 N2 O3 S","202.04222","3.61","","C15 H6 O_ppm:1.75_Ifit:63MatchedIso.:2; C7 H12 N2 O P2_ppm:-1.32_Ifit:82MatchedIso.:2; C7 H10 N2 O3 S_ppm:4.98_Ifit:83MatchedIso.:2","","","","","",""
